prod_id,set_name,prod_desc,theme_name,piece_count,min_age,max_age,difficulty_level,num_reviews,star_rating,list_price
76069,Mighty Micros: Batman™ vs. Killer Moth™,Fly Batman™ into battle against Killer Moth™!,DC Comics™ Super Heroes,83,5.0,12.0,1,1.0,5.0,9.99
41609,Chewbacca™,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,BrickHeadz,149,10.0,99.0,0,1.0,3.0,9.99
70609,Manta Ray Bomber,Protect NINJAGO® City from flying Manta Ray Bomber attack!,THE LEGO® NINJAGO® MOVIE™,341,7.0,14.0,1,6.0,4.3,29.99
76075,Wonder Woman™ Warrior Battle,Help Wonder Woman™ defeat the villainous Ares™!,DC Comics™ Super Heroes,286,6.0,12.0,1,7.0,4.7,29.99
41334,Andrea's Park Performance,Put on a show in the park with Andrea and Pepper!,Friends,229,6.0,12.0,2,1.0,5.0,24.99
10725,Lost Temple,Discover the Lost Temple and help Lloyd win the Sword of Fire!,Juniors,172,4.0,7.0,0,1.0,4.0,29.99
60158,Jungle Cargo Helicopter,Fly into the jungle and explore the hidden temple!,City,201,6.0,12.0,2,5.0,4.4,19.99
10242,MINI Cooper,Take this MINI Cooper for a nostalgic drive down memory lane!,Creator Expert,1077,16.0,99.0,2,134.0,4.7,99.99
41193,Aira & the Song of the Wind Dragon,Join forces with Aira and Lumia to protect the Wind Dragon!,Elves,451,8.0,12.0,2,2.0,5.0,39.99
70607,NINJAGO® City Chase,Stop a crime in the NINJAGO® City street market!,THE LEGO® NINJAGO® MOVIE™,233,7.0,14.0,1,18.0,4.6,19.99
70613,Garma Mecha Man,Defend NINJAGO® City against Garma Mecha Man!,THE LEGO® NINJAGO® MOVIE™,747,8.0,14.0,2,8.0,4.5,59.99
42036,Street Motorcycle,Take to the open road with the LEGO® Technic Street Motorcycle!,Technic,375,9.0,16.0,2,15.0,4.9,39.99
70350,The Three Brothers,Charge Axl into battle against the three fearsome brothers!,NEXO KNIGHTS™,266,8.0,14.0,2,1.0,4.0,29.99
71266,LEGO® City Fun Pack,Help stop crime in the LEGO® DIMENSIONS™ multiverse with LEGO® City’s Fun Pack,DIMENSIONS™,46,7.0,14.0,2,2.0,5.0,14.99
41188,Breakout from the Goblin King's Fortress,Stop the Goblin King’s evil plan and rescue Emily Jones’ sister!,Elves,695,8.0,12.0,2,1.0,5.0,69.99
76073,Mighty Micros: Wolverine vs. Magneto,Take a swipe at Magneto with the mighty Wolverine!,Marvel Super Heroes,85,5.0,12.0,1,4.0,4.0,9.99
21119,The Dungeon,Enter the zombie-spawning dungeon at your peril!,Minecraft™,219,8.0,99.0,2,16.0,3.4,19.99
60163,Coast Guard Starter Set,Rescue the surfer and be a coast guard hero!,City,76,5.0,12.0,0,4.0,5.0,9.99
70615,Fire Mech,Put the heat on the shark army with Kai’s Fire Mech!,THE LEGO® NINJAGO® MOVIE™,944,9.0,14.0,2,19.0,4.2,69.99
60176,Wild River Escape,Speed after the crook on an exciting river chase!,City,126,5.0,12.0,1,1.0,5.0,19.99
75208,Yoda's Hut,Train with Luke at Yoda’s Dagobah hideout!,Star Wars™,229,7.0,12.0,1,5.0,4.4,29.99
41317,Sunshine Catamaran,Jump aboard the luxury Sunshine Catamaran with friends!,Friends,603,7.0,12.0,3,2.0,4.5,69.99
60148,ATV Race Team,Gear up for the big race!,City,239,5.0,12.0,1,12.0,4.8,19.99
41320,Heartlake Frozen Yogurt Shop,Chill out with frozen yogurt at Heartlake’s coolest hangout!,Friends,370,6.0,12.0,2,,,39.99
70633,Kai - Spinjitzu Master,Master Spinjitzu with the Red Ninja!,NINJAGO®,61,6.0,14.0,2,,,9.99
41332,Emma's Art Stand,Spend a day painting in the park with Emma and Chico!,Friends,210,6.0,12.0,2,,,19.99
75131,Resistance Trooper Battle Pack,Speed into battle against the First Order forces!,Star Wars™,112,6.0,12.0,0,16.0,4.5,12.99
10747,Andrea & Stephanie's Beach Holiday,Have fun at the seaside with Stephanie and Andrea!,Juniors,143,4.0,7.0,2,1.0,5.0,29.99
70903,The Riddler™ Riddle Racer,Battle with Batman™ against The Riddler™ and his allies!,THE LEGO® BATMAN MOVIE,254,7.0,14.0,1,18.0,4.2,29.99
75888,Porsche 911 RSR and 911 Turbo 3.0,Stage a historic Porsche race!,Speed Champions,391,7.0,14.0,2,4.0,4.8,29.99
76078,Hulk vs. Red Hulk,Get ready for a clash of the Hulks!,Marvel Super Heroes,375,7.0,14.0,1,7.0,3.7,59.99
75167,Bounty Hunter Speeder Bike™ Battle Pack,Go bounty hunting with the super-fast speeder bike!,Star Wars™,125,6.0,12.0,0,40.0,4.7,14.99
60164,Sea Rescue Plane,Fly in and save the stranded sailor before he floats away!,City,141,5.0,12.0,1,3.0,4.3,19.99
76103,Corvus Glaive Thresher Attack,Repel Corvus Glaive’s thresher attack on the Wakandan wall!,Marvel Super Heroes,416,7.0,14.0,2,3.0,4.0,39.99
10694,LEGO® Creative Supplement Bright,Build whatever your heart desires with LEGO® bricks in 20 different bright colors!,Classic,303,4.0,99.0,1,6.0,4.5,19.99
40388,Mini-Doll Dress-Up Kit,Create beautiful mini-doll outfits!,Disney™,80,6.0,99.0,1,1.0,5.0,9.99
60159,Jungle Halftrack Mission,Defend the mission and dodge a surprise in the jungle!,City,378,6.0,12.0,1,5.0,4.8,39.99
10733,Mater's Junkyard,Take a break at the junkyard with Disney•Pixar’s Mater and his video screen!,Juniors,62,4.0,7.0,1,3.0,4.7,9.99
21034,London,Celebrate London with this LEGO® Architecture Skyline model!,Architecture,468,12.0,99.0,2,23.0,4.7,39.99
70917,The Ultimate Batmobile,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,THE LEGO® BATMAN MOVIE,1456,10.0,16.0,2,18.0,4.6,139.99
10696,LEGO® Medium Creative Brick Box,Create your own LEGO® vehicles with LEGO Classic!,Classic,484,4.0,99.0,1,11.0,4.6,34.99
75174,Desert Skiff Escape,Avoid the deadly Sarlacc pit!,Star Wars™,277,7.0,12.0,1,27.0,4.6,29.99
70361,Macy's Bot Drop Dragon,Engage the Stone stomper with Macy’s Bot Drop Dragon!,NEXO KNIGHTS™,153,7.0,14.0,2,,,14.99
71242,Ghostbusters™ Story Pack,Get spooky with Abby Yates and the Ghostbusters™!,DIMENSIONS™,259,7.0,14.0,2,5.0,4.2,49.99
10698,LEGO® Large Creative Brick Box,"Create all kinds of buildings with LEGO® bricks, windows and doors!",Classic,790,4.0,99.0,1,4.0,5.0,59.99
10760,Underminer Bank Heist,Defend Metroville’s bank vault from the Underminer!,Juniors,149,4.0,7.0,2,,,24.99
75885,Ford Fiesta M-Sport WRC,Drive the Fiesta M-Sport WRC to victory!,Speed Champions,203,7.0,14.0,2,13.0,4.5,14.99
41590,Iron Man,Stand your ground with your own LEGO® BrickHeadz Iron Man!,BrickHeadz,96,10.0,99.0,1,8.0,4.9,9.99
71234,Sensei Wu Fun Pack,Become one with Spinjitzu Master Sensei Wu!,DIMENSIONS™,58,7.0,14.0,1,2.0,4.5,18.962
76025,Green Lantern vs. Sinestro,Zoom into orbit and recover Green Lantern’s lantern!,DC Comics™ Super Heroes,174,6.0,12.0,1,32.0,4.8,19.99
75169,Duel on Naboo™,Battle it out at the generator core!,Star Wars™,208,7.0,12.0,1,32.0,4.4,24.99
41187,Rosalyn's Healing Hideout,Heal the baby dragon and transform a goblin from bad to good!,Elves,460,8.0,12.0,2,6.0,4.3,49.99
41300,Puppy Championship,Help Mia’s cute pups win the Championship!,Friends,185,5.0,12.0,2,,,19.99
60179,Ambulance Helicopter,Transport the mountain snowboarder to the hospital!,City,190,5.0,12.0,1,6.0,3.8,19.99
10592,Fire Truck,Rush to save the burning building in the LEGO® DUPLO® Fire Truck!,DUPLO®,26,2.0,5.0,0,2.0,5.0,24.99
31049,Twin Spin Helicopter,Conquer ice and snow with the 3-in-1 Twin Spin Helicopter!,Creator 3-in-1,326,8.0,12.0,2,4.0,5.0,29.99
75173,Luke's Landspeeder™,Go in search of Ben Kenobi in Luke’s Landspeeder!,Star Wars™,149,7.0,12.0,1,27.0,4.5,19.99
10859,My First Ladybug,"Create, learn and play with the little ladybug!",DUPLO®,6,1.5,3.0,2,,,4.99
70322,Axl's Tower Carrier,Protect the spell book from Burnzie in Axl's Tower Carrier!,NEXO KNIGHTS™,670,8.0,14.0,2,3.0,5.0,69.99
60150,Pizza Van,Order a pizza to go!,City,249,5.0,12.0,1,35.0,4.9,19.99
70901,Mr. Freeze™ Ice Attack,Protect the power plant from Mr. Freeze’s ice attack!,THE LEGO® BATMAN MOVIE,201,7.0,14.0,1,19.0,4.6,19.99
10734,Demolition Site,Tear it down and build it again!,Juniors,175,4.0,7.0,2,2.0,5.0,29.99
31060,Airshow Aces,Take the 3-in-1 Airshow Aces to town!,Creator 3-in-1,246,7.0,12.0,2,,,19.99
10740,Fire Patrol Suitcase,Help the firefighters battle the blaze!,Juniors,110,4.0,7.0,1,1.0,4.0,19.99
41593,Captain Jack Sparrow,Treasure your own LEGO® BrickHeadz construction character featuring Disney’s Captain Jack Sparrow!,BrickHeadz,109,10.0,99.0,1,9.0,4.8,9.99
60160,Jungle Mobile Lab,Watch your step while you explore new things in the jungle!,City,426,7.0,12.0,2,3.0,5.0,59.99
21130,The Nether Railway,Ride The Nether Railway!,Minecraft™,387,8.0,99.0,1,6.0,4.7,29.99
41233,Lashina™ Tank,Rescue Krypto™ from Lashina’s clutches!,DC Super Hero Girls,145,7.0,12.0,2,2.0,4.0,14.99
76060,Doctor Strange's Sanctum Sanctorum,Banish the portal beast from Doctor Strange’s Sanctum Sanctorum!,Marvel Super Heroes,358,7.0,14.0,2,15.0,4.5,29.99
10865,Fun Creations,Imagine and create with this great-value set of colorful bricks!,DUPLO®,70,1.5,5.0,2,,,29.99
60101,Airport Cargo Plane,Load up the Cargo Plane and get ready to fly!,City,157,5.0,12.0,1,13.0,4.6,24.99
70638,Katana V11,Pursue Luke Cunningham with Kai’s Katana V11!,NINJAGO®,257,7.0,14.0,2,3.0,5.0,19.99
75194,First Order TIE Fighter™ Microfighter,Take on the Resistance in a micro-scale TIE Fighter!,Star Wars™,91,6.0,12.0,1,3.0,4.3,9.99
70910,Scarecrow™ Special Delivery,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,THE LEGO® BATMAN MOVIE,204,7.0,14.0,2,8.0,4.4,19.99
42075,First Responder,Explore iconic vehicle design with the First Responder!,Technic,513,9.0,16.0,1,1.0,5.0,49.99
10255,Assembly Square,Celebrate ten years of Modular Building with the Assembly Square!,Creator Expert,4002,16.0,99.0,3,99.0,4.8,279.99
71232,LEGO® DIMENSIONS™ Eris Fun Pack,Team up with LEGO® Chima’s™ Eris to outsmart the competition!,DIMENSIONS™,59,7.0,14.0,2,4.0,3.8,11.99
60153,People pack – Fun at the beach,Pack your city with a bunch of new people!,City,169,5.0,12.0,0,10.0,4.1,39.99
21035,Solomon R. Guggenheim Museum®,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,Architecture,744,12.0,99.0,3,14.0,4.6,79.99
70637,Cole - Spinjitzu Master,Master the art of Spinjitzu with the Black Ninja!,NINJAGO®,73,6.0,14.0,1,2.0,5.0,9.99
41322,Snow Resort Ice Rink,Glide across the ice and show off your skills!,Friends,307,6.0,12.0,2,2.0,4.5,29.99
10854,LEGO® DUPLO® Creative Box,Imagine and create with this big box of colorful bricks!,DUPLO®,120,2.0,5.0,2,,,45.59240000000001
41230,Batgirl™ Batjet Chase,Recover Batgirl’s ePad from the evil Kryptomite™!,DC Super Hero Girls,206,7.0,12.0,1,4.0,4.5,24.99
60156,Jungle Buggy,Explore the depths of the jungle and find something amazing!,City,53,5.0,12.0,1,5.0,3.6,6.99
21142,The Polar Igloo,Set up base at the Polar Igloo!,Minecraft™,278,8.0,99.0,2,,,29.99
45502,EV3 Large Servo Motor,,MINDSTORMS®,1,10.0,21.0,2,2.0,5.0,26.99
60124,Volcano Exploration Base,Get busy with some serious scientific work!,City,824,8.0,12.0,2,9.0,4.6,119.99
41586,Batgirl™,Channel Batgirl™ with your own LEGO® BrickHeadz version!,BrickHeadz,99,10.0,99.0,1,9.0,4.3,9.99
42063,BMW R 1200 GS Adventure,Experience the BMW R 1200 GS Adventure!,Technic,603,10.0,16.0,2,12.0,4.7,59.99
70908,The Scuttler,Save the day with Batman™ and The Scuttler!,THE LEGO® BATMAN MOVIE,775,9.0,14.0,2,15.0,4.7,79.99
75524,Chirrut Îmwe™,Jump into action with warrior monk Chirrut Îmwe!,Star Wars™,87,8.0,14.0,1,1.0,4.0,24.99
10852,My First Bird,Watch budding builders take flight with this colorful parrot!,DUPLO®,7,1.5,3.0,0,2.0,5.0,4.99
41613,Mr. Incredible & Frozone,Join Mr. Incredible and Frozone for LEGO® BrickHeadz™ crime-fighting fun!,BrickHeadz,160,10.0,99.0,0,1.0,5.0,19.99
60188,Mining Experts Site,Head to the LEGO® City mine and dig up some gold!,City,883,7.0,12.0,2,1.0,5.0,99.99
76072,Mighty Micros: Iron Man vs. Thanos,Thrust Iron Man into battle against evil Thanos!,Marvel Super Heroes,94,5.0,12.0,0,10.0,4.4,9.99
71287,Teen Titans Go!™ Fun Pack,Get ready to save the day in the LEGO® DIMENSIONS™ multiverse with Starfire in the Teen Titans Go!™ Fun Pack!,DIMENSIONS™,56,7.0,14.0,2,,,14.99
75887,Porsche 919 Hybrid,Race to win a 24-hour race with the Porsche 919 Hybrid!,Speed Champions,163,7.0,14.0,1,3.0,5.0,14.99
10753,The Joker™ Batcave Attack,Swoop in with Batman™ and take on the Joker™!,Juniors,151,4.0,7.0,1,1.0,5.0,24.99
70611,Water Strider,Smash the shark army out of the water with the Water Strider!,THE LEGO® NINJAGO® MOVIE™,494,8.0,14.0,2,21.0,4.5,29.99
10507,My First Train Set,Hop aboard My First Train Set for beginning builder fun!,DUPLO®,52,2.0,5.0,1,11.0,4.7,44.99
10737,Batman™ vs. Mr. Freeze™,Battle Mr. Freeze™ with Batman™ and his Batboat on the Gotham City Sea!,Juniors,63,4.0,7.0,1,2.0,4.5,14.99
10861,My First Emotions,Explore different emotions with these buildable characters.,DUPLO®,28,1.5,3.0,2,,,19.99
31029,Cargo Heli,Airlift vital supplies with the awesome 3-in-1 Cargo Heli!,Creator 3-in-1,132,6.0,12.0,2,4.0,4.8,9.99
41599,Wonder Woman™,Stand tall with LEGO® BrickHeadz Wonder Woman™!,BrickHeadz,143,10.0,99.0,1,5.0,5.0,9.99
31058,Mighty Dinosaurs,Enjoy roaring adventures with the 3-in-1 Mighty Dinosaurs!,Creator 3-in-1,174,7.0,12.0,1,27.0,4.7,14.99
31047,Propeller Plane,Take a flight in the cool 3-in-1 Propeller Plane!,Creator 3-in-1,230,7.0,12.0,2,7.0,4.9,19.99
75929,Carnotaurus Gyrosphere Escape,Escape from the rampaging Carnotaurus!,Carnotaurus Gyrosphere Escape,577,7.0,12.0,2,1.0,5.0,79.99
10243,Parisian Restaurant,Have an unforgettable evening at the amazing Parisian Restaurant!,Creator Expert,2469,16.0,99.0,3,202.0,4.9,159.99
72002,Twinfector,Double the action with the 2-in-1 Twinfector!,NEXO KNIGHTS™,191,7.0,14.0,1,1.0,5.0,19.99
76090,Mighty Micros: Star-Lord vs. Nebula,Help Star-Lord grab the stolen mixtape from Nebula!,Marvel Super Heroes,86,5.0,12.0,2,,,9.99
10867,Farmers' Market,Buy fresh fruit and vegetables from the market stall!,DUPLO®,26,2.0,5.0,2,,,19.99
75147,StarScavenger™,Join StarScavenger on dangerous salvage missions!,Star Wars™,558,8.0,14.0,1,12.0,3.6,49.99
75163,Krennic's Imperial Shuttle™ Microfighter,Fly in style with Krennic’s miniature Imperial Shuttle!,Star Wars™,78,6.0,12.0,0,4.0,4.3,9.99
75190,First Order Star Destroyer™,Command the fleet with the awesome First Order Star Destroyer!,Star Wars™,1416,9.0,14.0,2,31.0,4.8,159.99
75165,Imperial Trooper Battle Pack,Track down those Rebels!,Star Wars™,112,6.0,12.0,1,36.0,4.0,14.99
10715,Bricks on a Roll,Create a world in motion with Bricks on a Roll!,Classic,442,4.0,99.0,2,,,30.3924
41181,Naida's Gondola & the Goblin Thief,Protect the crystals from the goblin thief!,Elves,67,7.0,12.0,1,3.0,5.0,9.99
41329,Olivia's Deluxe Bedroom,Work on Olivia’s latest invention in her hi-tech bedroom!,Friends,163,6.0,12.0,1,1.0,4.0,14.99
21029,Buckingham Palace,Recreate Buckingham Palace with LEGO® Architecture!,Architecture,780,12.0,99.0,2,24.0,4.7,49.99
70618,Destiny's Bounty,Join the ninja aboard Wu’s flying ship!,THE LEGO® NINJAGO® MOVIE™,2295,9.0,14.0,3,52.0,4.9,159.99
41239,Eclipso™ Dark Palace,Rescue The Flash™ from Eclipso’s evil plans!,DC Super Hero Girls,1078,9.0,12.0,2,,,99.99
60168,Sailboat Rescue,Rescue the sailor off the rocks just in time!,City,195,5.0,12.0,2,,,29.99
42049,Mine Loader,Call in the powerful Mine Loader!,Technic,476,9.0,16.0,2,9.0,4.3,49.99
31072,Extreme Engines,Enter the racing world with the 3-in-1 Extreme Engines set!,Creator 3-in-1,109,6.0,12.0,2,,,9.99
71218,LEGO® DIMENSIONS™ Gollum Fun Pack,Keep watch over the multiverse from the shadows with Gollum™ from The Lord of the Rings™!,DIMENSIONS™,39,7.0,14.0,1,3.0,4.3,11.99
75179,Kylo Ren's TIE Fighter™,Speed into action with Kylo Ren’s TIE Fighter!,Star Wars™,630,8.0,14.0,2,22.0,4.6,79.99
60138,High-speed Chase,Help Chase McCain and the police nab the crook!,City,294,5.0,12.0,2,14.0,4.2,39.99
10708,Green Creativity Box,Unleash your imagination with the LEGO® Green Creativity Box!,Classic,66,4.0,99.0,1,5.0,4.8,4.99
70365,Battle Suit Axl,Watch Axl become unstoppable on the battlefield!,NEXO KNIGHTS™,88,7.0,14.0,2,2.0,4.0,9.99
45504,EV3 Ultrasonic Sensor,,MINDSTORMS®,1,10.0,99.0,3,4.0,3.5,31.99
21129,The Mushroom Island,Discover The Mushroom Island!,Minecraft™,247,8.0,99.0,2,5.0,4.6,19.99
31073,Mythical Creatures,Create a world of scary 3-in-1 Mythical Creatures!,Creator 3-in-1,223,7.0,12.0,1,5.0,4.4,14.99
71019,THE LEGO® NINJAGO® MOVIE™,Bring the NINJAGO® world to life with LEGO® Minifigures!,Minifigures,8,5.0,99.0,0,22.0,4.3,3.99
45507,EV3 Touch Sensor,,MINDSTORMS®,1,10.0,21.0,2,,,21.99
75212,Kessel Run Millennium Falcon™,Jump to lightspeed in the Millennium Falcon!,Star Wars™,1413,9.0,14.0,2,4.0,4.0,169.99
76098,Speed Force Freeze Pursuit,Pursue Reverse Flash™ and grab the Energy Infuser!,DC Comics™ Super Heroes,271,6.0,12.0,1,6.0,4.8,29.99
70919,The Justice League™ Anniversary Party,Party on with Superman™ and friends!,THE LEGO® BATMAN MOVIE,267,7.0,14.0,1,5.0,3.2,29.99
10838,Family Pets,Play all day with the cute LEGO® DUPLO® Family Pets!,DUPLO®,15,2.0,5.0,0,2.0,5.0,9.99
42055,Bucket Wheel Excavator,Experience the huge Bucket Wheel Excavator!,Technic,3929,12.0,16.0,3,75.0,4.6,279.99
40307,Castle Interior Kit,Decorate and customize your castle!,Disney™,115,6.0,99.0,1,1.0,5.0,9.99
75168,Yoda's Jedi Starfighter™,Journey to the stars aboard Yoda’s starship!,Star Wars™,262,8.0,12.0,1,37.0,4.5,24.99
60170,Off-Road Chase,Catch the crook before he escapes with the loot!,City,37,5.0,12.0,0,2.0,4.5,6.99
10258,London Bus,All aboard the London Bus!,Creator Expert,1686,16.0,99.0,2,53.0,4.6,139.99
75202,Defense of Crait™,Join the battle at the Resistance base!,Star Wars™,746,9.0,14.0,1,4.0,4.3,84.99
41132,Heartlake Party Shop,Head to the Heartlake Party Shop for all your celebration supplies!,Friends,176,6.0,12.0,1,5.0,2.8,29.99
72006,Axl's Rolling Arsenal,Deploy Axl's Rolling Arsenal for the biggest battles!,NEXO KNIGHTS™,604,8.0,14.0,3,3.0,4.0,59.99
71020,THE LEGO® BATMAN MOVIE Series 2,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Minifigures,8,5.0,99.0,0,13.0,4.8,3.99
10836,Town Square,Explore the Town Square for endless fun and play opportunities!,DUPLO®,98,2.0,5.0,2,,,59.99
70348,Lance's Twin Jouster,Hunt the Rogul with Lance’s four-in-one Twin Jouster!,NEXO KNIGHTS™,216,8.0,14.0,0,1.0,5.0,19.99
75178,Jakku Quadjumper™,Escape Jakku in the powerful Quadjumper!,Star Wars™,457,8.0,14.0,1,12.0,4.3,49.99
70914,Bane™ Toxic Truck Attack,Protect Gotham City from Bane’s toxic attacks!,THE LEGO® BATMAN MOVIE,366,8.0,14.0,2,6.0,4.0,49.99
31071,Drone Explorer,Be an eye in the sky with the 3-in-1 Drone Explorer!,Creator 3-in-1,109,6.0,12.0,2,1.0,5.0,9.99
60107,Fire Ladder Truck,Put out the burning oil barrel!,City,214,5.0,12.0,1,11.0,4.5,24.99
41319,Snow Resort Hot Chocolate Van,Keep warm with delicious hot chocolate from the van!,Friends,246,6.0,12.0,1,3.0,4.0,24.99
76068,Mighty Micros: Superman™ vs. Bizarro™,Stage a Kryptonite clash with Superman™ and Bizarro™!,DC Comics™ Super Heroes,93,5.0,12.0,1,3.0,4.7,9.99
10739,Shark Attack,Help Kai and Lloyd save NINJAGO® City from Great White!,Juniors,108,4.0,7.0,1,2.0,4.5,19.99
10808,Little Plane,"Safety check the LEGO® DUPLO® Little Plane, then head for the skies!",DUPLO®,13,2.0,5.0,0,1.0,5.0,9.99
70359,Lance vs. lightning,Charge Lance into battle against the gargoyles!,NEXO KNIGHTS™,257,8.0,14.0,1,2.0,4.5,24.99
10508,Deluxe Train Set,Take the rocks down the track with the Deluxe Train Set!,DUPLO®,134,2.0,5.0,2,22.0,4.1,109.99
41606,Star-Lord,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,BrickHeadz,113,10.0,99.0,1,1.0,5.0,9.99
60122,Volcano Crawler,Bring out the heavy machinery to do exploring right!,City,324,6.0,12.0,2,4.0,5.0,39.99
75171,Battle on Scarif,Uncover the Death Star plans at the beach bunker!,Star Wars™,419,8.0,14.0,1,19.0,3.8,49.99
60134,Fun in the park - City People Pack,Fill up your city with people!,City,157,5.0,12.0,0,30.0,4.6,39.99
60180,Monster Truck,Jump the fire and give the crowd a thrilling show!,City,192,6.0,12.0,2,4.0,5.0,19.99
10726,Stephanie's Horse Carriage,Plan a day of riding with friends!,Juniors,58,4.0,7.0,0,2.0,3.0,12.99
10748,Emma's Pet Party,Join Emma and her cat for a fun party in the park!,Juniors,67,4.0,7.0,0,2.0,5.0,9.99
10851,My First Bus,Watch little bus drivers go places as they build and play!,DUPLO®,6,1.5,3.0,2,,,4.99
31067,Modular Poolside Holiday,Play all day on a 3-in-1 Poolside Holiday!,Creator 3-in-1,356,7.0,12.0,2,8.0,4.6,29.99
41330,Stephanie's Soccer Practice,Score goal after goal with Stephanie and Dash!,Friends,119,6.0,12.0,2,,,14.99
41486,Captain Phasma™,Lead the First Order with a LEGO® BrickHeadz construction character featuring Captain Phasma™,BrickHeadz,127,10.0,99.0,0,3.0,4.7,9.99
71247,Harry Potter™ Team Pack,Bring the Wizarding World to life with Harry and Voldemort!,DIMENSIONS™,119,7.0,14.0,1,4.0,5.0,30.362
70920,Egghead™ Mech Food Fight,Join Batman™ in a comical food fight!,THE LEGO® BATMAN MOVIE,293,7.0,14.0,2,11.0,4.7,29.99
31059,Sunset Street Bike,Take the 3-in-1 Sunset Street Bike for high-speed spin!,Creator 3-in-1,194,8.0,12.0,2,1.0,5.0,19.99
75880,McLaren 720S,"Design, build and race an incredible McLaren supercar!",Speed Champions,161,7.0,14.0,1,10.0,4.9,14.99
42031,Cherry Picker,Reach dizzying heights with the awesome LEGO® Technic Cherry Picker!,Technic,155,7.0,14.0,1,4.0,4.8,12.99
10746,Mia's Farm Suitcase,It’s feeding time down at the animal farm!,Juniors,100,4.0,7.0,1,2.0,5.0,19.99
10818,My First Truck,Learn to match pairs with LEGO® DUPLO® My First Truck!,DUPLO®,29,1.5,5.0,2,,,19.99
60172,Dirt Road Pursuit,Race after the crook and avoid the mountain rockslide!,City,297,5.0,12.0,2,,,39.99
70338,Ultimate General Magmar,Fire up Ultimate General Magmar to defeat the opponents!,NEXO KNIGHTS™,64,7.0,14.0,0,1.0,5.0,9.99
10761,The Great Home Escape,Capture Brick before she knocks the house down!,Juniors,178,4.0,7.0,2,,,29.99
71171,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,"With LEGO® Dimensions™, you're gonna need a bigger imagination!",DIMENSIONS™,267,7.0,14.0,2,6.0,4.3,89.99
71344,Excalibur Batman™ Fun Pack,Fight crime in the night with the bold and brave Excalibur Batman™!,DIMENSIONS™,57,7.0,14.0,2,1.0,5.0,18.962
21138,The Melon Farm,Grow and trade your crops at the Melon Farm!,Minecraft™,69,6.0,14.0,1,4.0,4.3,14.99
41313,Heartlake Summer Pool,Enjoy swimming in the sunshine at the Heartlake Summer Pool!,Friends,589,6.0,12.0,1,6.0,4.5,49.99
71235,Midway Arcade™ Level Pack,Go retro with the LEGO® DIMENSIONS™ Midway Arcade™ Level Pack!,DIMENSIONS™,96,7.0,14.0,2,11.0,3.2,24.99
75881,2016 Ford GT & 1966 Ford GT40,Race your friends to win a 24-hour race!,Speed Champions,366,7.0,14.0,1,12.0,4.8,29.99
